"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"01.02.2016","1.173,50","1.116,70","1.130,00","1.115,30","1,68K","1,00%"
"29.01.2016","1.161,90","1.114,40","1.118,60","1.108,80","0,00K","-0,15%"
"28.01.2016","1.163,70","1.125,40","1.125,70","1.109,80","52,86K","-0,02%"
"27.01.2016","1.163,90","1.117,80","1.117,80","1.115,80","0,01K","-0,29%"
"26.01.2016","1.167,30","1.115,10","1.115,90","1.114,30","0,18K","1,29%"
"25.01.2016","1.152,40","1.099,30","1.109,30","1.099,30","0,01K","0,86%"
"22.01.2016","1.142,60","1.098,00","1.103,20","1.098,00","0,00K","-0,09%"
"21.01.2016","1.143,60","1.103,60","1.103,60","1.094,10","0,02K","-0,70%"
"20.01.2016","1.151,70","1.099,80","1.109,80","1.099,80","0,03K","1,40%"
"19.01.2016","1.135,80","1.089,80","1.094,40","1.084,90","0,02K","4,35%"
"18.01.2016","1.088,50","1.090,20","1.093,30","1.087,40","-","-0,17%"
"17.01.2016","1.090,30","1.088,60","1.090,80","1.088,60","-","-4,15%"
"15.01.2016","1.137,50","1.085,00","1.095,80","1.081,80","0,04K","1,29%"
"14.01.2016","1.123,00","1.091,50","1.091,50","1.073,70","0,06K","-1,27%"
"13.01.2016","1.137,40","1.081,50","1.093,90","1.081,50","0,05K","0,03%"
"12.01.2016","1.137,10","1.093,80","1.098,50","1.084,00","0,09K","-0,99%"
"11.01.2016","1.148,50","1.105,70","1.107,90","1.096,50","0,04K","-0,28%"
"08.01.2016","1.151,70","1.111,10","1.111,10","1.093,00","0,10K","-0,95%"
"07.01.2016","1.162,70","1.091,60","1.109,40","1.091,60","0,12K","0,94%"
"06.01.2016","1.151,90","1.081,60","1.093,70","1.081,60","0,05K","1,19%"
"05.01.2016","1.138,40","1.075,60","1.081,50","1.075,30","0,08K","0,26%"
"04.01.2016","1.135,50","1.063,40","1.082,50","1.063,20","0,14K","1,29%"
"31.12.2015","1.121,00","1.061,90","1.062,00","1.058,50","0,01K","0,02%"
"30.12.2015","1.120,80","1.068,60","1.070,20","1.059,70","0,00K","-0,69%"
"29.12.2015","1.128,60","1.079,10","1.079,70","1.079,10","0,00K","0,04%"
"28.12.2015","1.128,10","1.077,90","1.098,80","1.073,60","0,36K","-0,69%"
"24.12.2015","1.135,90","1.074,30","1.077,80","1.073,50","0,02K","0,68%"
"23.12.2015","1.128,20","1.074,50","1.074,80","1.070,00","0,20K","-0,51%"
"22.12.2015","1.134,00","1.078,60","1.078,60","1.073,80","0,11K","-0,57%"
"21.12.2015","1.140,50","1.070,20","1.081,50","1.070,20","0,00K","1,53%"
"18.12.2015","1.123,30","1.053,70","1.070,30","1.052,70","0,25K","1,37%"
"17.12.2015","1.108,10","1.072,60","1.072,60","1.050,50","0,06K","-2,40%"
"16.12.2015","1.135,30","1.064,80","1.078,70","1.064,30","0,08K","1,38%"
"15.12.2015","1.119,80","1.064,60","1.066,20","1.061,80","0,22K","-0,14%"
"14.12.2015","1.121,40","1.074,00","1.076,70","1.060,00","0,51K","-1,09%"
"11.12.2015","1.133,80","1.067,80","1.079,40","1.064,40","0,41K","0,31%"
"10.12.2015","1.130,30","1.073,00","1.076,30","1.071,70","0,23K","-0,41%"
"09.12.2015","1.134,90","1.075,10","1.086,00","1.070,60","0,39K","0,08%"
"08.12.2015","1.134,00","1.071,00","1.078,40","1.069,60","0,31K","-0,03%"
"07.12.2015","1.134,30","1.084,90","1.086,50","1.067,40","0,66K","-0,78%"
"04.12.2015","1.143,20","1.063,00","1.088,80","1.058,70","0,89K","2,02%"
"03.12.2015","1.120,60","1.054,40","1.064,60","1.046,20","1,16K","0,74%"
"02.12.2015","1.112,40","1.068,70","1.069,50","1.049,60","0,50K","-0,86%"
"01.12.2015","1.122,00","1.064,60","1.074,60","1.063,40","3,44K","-0,17%"
"30.11.2015","1.123,90","1.056,50","1.068,40","1.052,10","4,60K","0,84%"
"27.11.2015","1.114,50","1.070,70","1.074,20","1.051,10","52,13K","4,08%"
"26.11.2015","1.070,80","1.070,10","1.074,20","1.069,20","-","-5,10%"
"25.11.2015","1.128,40","1.070,20","1.072,00","1.068,50","0,06K","-0,28%"
"24.11.2015","1.131,60","1.073,20","1.079,40","1.073,20","0,22K","0,61%"
"23.11.2015","1.124,70","1.070,00","1.071,50","1.067,30","0,06K","-0,80%"
"20.11.2015","1.133,80","1.082,90","1.082,90","1.082,90","0,01K","-0,16%"
"19.11.2015","1.135,60","1.135,20","1.135,20","1.135,20","0,00K","0,77%"
"18.11.2015","1.126,90","1.064,00","1.071,90","1.064,00","0,01K","0,00%"
"17.11.2015","1.126,90","1.131,00","1.138,40","1.131,00","0,01K","-1,37%"
"16.11.2015","1.142,50","1.092,00","1.092,40","1.085,40","0,00K","0,11%"
"13.11.2015","1.141,30","1.083,10","1.085,90","1.081,30","0,02K","0,00%"
"12.11.2015","1.141,30","1.086,00","1.086,60","1.086,00","0,00K","-0,36%"
"11.11.2015","1.145,40","1.091,40","1.091,40","1.084,20","0,00K","-0,35%"
"10.11.2015","1.149,40","1.090,10","1.091,30","1.085,00","0,02K","0,02%"
"09.11.2015","1.149,20","1.088,60","1.088,60","1.088,60","0,00K","0,11%"
"06.11.2015","1.147,90","1.105,20","1.109,50","1.084,80","0,08K","-1,05%"
"05.11.2015","1.160,10","1.107,90","1.110,70","1.104,50","0,08K","-0,09%"
"04.11.2015","1.161,20","1.119,00","1.121,90","1.106,70","0,14K","-0,63%"
"03.11.2015","1.168,60","1.133,30","1.134,70","1.114,20","0,19K","-1,83%"
"02.11.2015","1.190,40","1.137,90","1.138,70","1.132,60","0,18K","-0,40%"
"30.10.2015","1.195,20","1.147,50","1.147,60","1.139,20","0,25K","-0,55%"
"29.10.2015","1.201,80","1.158,00","1.162,00","1.144,90","0,33K","-2,24%"
"28.10.2015","1.229,30","1.175,10","1.182,70","1.175,10","0,00K","0,91%"
"27.10.2015","1.218,20","1.164,50","1.166,10","1.162,00","0,30K","-0,17%"
"26.10.2015","1.220,30","1.165,10","1.170,00","1.163,80","0,18K","0,13%"
"23.10.2015","1.218,70","1.166,20","1.178,70","1.163,30","0,15K","-0,77%"
"22.10.2015","1.228,20","1.166,20","1.168,60","1.163,50","0,05K","-0,12%"
"21.10.2015","1.229,70","1.175,90","1.176,40","1.164,90","0,04K","-0,90%"
"20.10.2015","1.240,90","1.168,70","1.179,10","1.168,70","0,02K","0,37%"
"19.10.2015","1.236,30","1.176,50","1.177,80","1.169,30","0,06K","-0,83%"
"16.10.2015","1.246,60","1.182,50","1.184,10","1.176,20","0,24K","-0,38%"
"15.10.2015","1.251,40","1.184,20","1.188,30","1.177,80","0,14K","0,63%"
"14.10.2015","1.243,60","1.172,40","1.189,00","1.167,30","0,14K","0,97%"
"13.10.2015","1.231,70","1.163,50","1.166,20","1.154,90","0,13K","0,05%"
"12.10.2015","1.231,10","1.155,90","1.166,80","1.155,90","0,04K","0,71%"
"09.10.2015","1.222,40","1.151,60","1.157,20","1.151,60","0,02K","1,03%"
"08.10.2015","1.209,90","1.142,70","1.146,70","1.138,70","0,14K","-0,34%"
"07.10.2015","1.214,00","1.147,60","1.152,90","1.143,00","0,10K","0,22%"
"06.10.2015","1.211,30","1.136,30","1.150,00","1.136,30","0,15K","0,65%"
"05.10.2015","1.203,50","1.137,10","1.141,70","1.132,50","0,23K","-0,06%"
"02.10.2015","1.204,20","1.112,20","1.141,20","1.105,80","0,32K","1,87%"
"01.10.2015","1.182,10","1.115,20","1.119,00","1.113,30","1,18K","-0,13%"
"30.09.2015","1.183,60","1.124,30","1.126,00","1.112,10","0,87K","-1,29%"
"29.09.2015","1.199,10","1.132,20","1.134,40","1.124,30","2,42K","-0,44%"
"28.09.2015","1.204,40","1.133,20","1.133,20","1.133,10","0,01K","-1,18%"
"25.09.2015","1.218,80","1.149,80","1.149,80","1.143,40","0,06K","-0,66%"
"24.09.2015","1.226,90","1.133,00","1.155,90","1.133,00","0,04K","1,71%"
"23.09.2015","1.206,30","1.128,60","1.132,20","1.128,30","0,03K","0,56%"
"22.09.2015","1.199,60","1.132,60","1.135,00","1.122,50","0,04K","-0,81%"
"21.09.2015","1.209,40","1.137,60","1.138,50","1.130,80","0,00K","-0,39%"
"18.09.2015","1.214,10","1.128,30","1.141,20","1.127,80","0,06K","1,61%"
"17.09.2015","1.194,90","1.118,60","1.130,50","1.117,10","0,01K","-0,12%"
"16.09.2015","1.196,30","1.188,40","1.188,40","1.188,40","0,00K","1,34%"
"15.09.2015","1.180,50","1.104,50","1.104,50","1.103,00","0,01K","-0,44%"
"14.09.2015","1.185,70","1.107,80","1.108,60","1.104,10","0,02K","0,32%"
"11.09.2015","1.181,90","1.110,80","1.111,70","1.098,20","0,08K","-0,51%"
"10.09.2015","1.187,90","1.107,30","1.113,50","1.105,50","0,06K","0,61%"
"09.09.2015","1.180,70","1.123,50","1.123,50","1.102,10","0,25K","-1,60%"
"08.09.2015","1.199,90","1.119,80","1.122,50","1.116,40","0,14K","7,14%"
"07.09.2015","1.119,90","1.119,50","1.124,00","1.115,20","-","0,00%"
"06.09.2015","1.119,90","1.122,30","1.123,10","1.119,60","-","-6,71%"
"04.09.2015","1.200,50","1.123,40","1.125,20","1.116,20","0,05K","-0,25%"
"03.09.2015","1.203,50","1.130,30","1.132,90","1.120,30","0,12K","-0,90%"
"02.09.2015","1.214,40","1.137,30","1.140,40","1.130,80","0,20K","-0,56%"
"01.09.2015","1.221,30","1.133,50","1.144,70","1.133,50","0,38K","0,36%"
"31.08.2015","1.216,90","1.131,10","1.134,00","1.124,80","0,19K","-0,12%"
"28.08.2015","1.218,40","1.125,30","1.139,00","1.123,60","0,28K","0,93%"
"27.08.2015","1.207,20","1.127,20","1.127,40","1.118,40","0,13K","-0,15%"
"26.08.2015","1.209,00","1.139,20","1.143,00","1.119,60","0,12K","-1,20%"
"25.08.2015","1.223,70","1.151,50","1.155,50","1.134,00","0,22K","-1,23%"
"24.08.2015","1.238,90","1.164,00","1.169,00","1.147,50","0,30K","-0,63%"
"21.08.2015","1.246,80","1.154,10","1.166,50","1.150,50","0,26K","0,37%"
"20.08.2015","1.242,20","1.132,80","1.153,30","1.132,80","0,41K","2,06%"
"19.08.2015","1.217,10","1.117,00","1.134,30","1.116,80","0,35K","0,90%"
"18.08.2015","1.206,30","1.118,20","1.118,40","1.110,00","0,48K","-0,13%"
"17.08.2015","1.207,90","1.196,00","1.200,00","1.196,00","0,01K","0,47%"
"14.08.2015","1.202,30","1.113,90","1.118,80","1.112,50","0,91K","-0,23%"
"13.08.2015","1.205,10","1.124,30","1.124,30","1.113,00","0,44K","-0,65%"
"12.08.2015","1.213,00","1.106,00","1.124,50","1.101,50","0,80K","1,28%"
"11.08.2015","1.197,70","1.184,90","1.184,90","1.184,90","0,00K","0,16%"
"10.08.2015","1.195,80","1.093,20","1.107,60","1.089,50","0,90K","0,84%"
"07.08.2015","1.185,80","1.088,90","1.098,30","1.081,70","0,61K","0,36%"
"06.08.2015","1.181,60","1.084,40","1.092,20","1.083,60","0,27K","0,38%"
"05.08.2015","1.177,10","1.086,50","1.090,60","1.082,50","1,21K","-0,14%"
"04.08.2015","1.178,70","1.085,10","1.093,90","1.080,50","1,14K","0,16%"
"03.08.2015","1.176,80","1.095,50","1.097,10","1.085,00","2,42K","-0,53%"
"31.07.2015","1.183,10","1.087,70","1.102,80","1.079,10","5,70K","-0,03%"
"30.07.2015","1.183,40","1.096,10","1.097,50","1.081,00","49,30K","-0,35%"
"29.07.2015","1.187,50","1.096,40","1.096,90","1.093,60","0,01K","-0,26%"
"28.07.2015","1.190,60","1.097,20","1.097,70","1.097,00","0,03K","0,00%"
"27.07.2015","1.190,60","1.100,00","1.102,50","1.093,90","0,02K","0,90%"
"24.07.2015","1.180,00","1.078,60","1.100,70","1.078,60","0,05K","-0,85%"
"23.07.2015","1.190,10","1.097,40","1.097,60","1.087,80","0,06K","0,21%"
"22.07.2015","1.187,60","1.093,00","1.095,00","1.086,00","0,05K","-0,99%"
"21.07.2015","1.199,50","1.097,10","1.106,40","1.097,10","0,12K","-0,50%"
"20.07.2015","1.205,50","1.130,40","1.130,70","1.095,10","0,19K","-2,05%"
"17.07.2015","1.230,70","1.144,00","1.144,00","1.130,20","0,12K","-1,01%"
"16.07.2015","1.243,20","1.146,20","1.146,20","1.142,90","0,01K","-0,25%"
"15.07.2015","1.246,30","1.154,00","1.154,20","1.144,80","0,02K","-0,49%"
"14.07.2015","1.252,40","1.157,20","1.157,20","1.153,00","0,04K","-0,21%"
"13.07.2015","1.255,00","1.159,00","1.159,00","1.151,20","0,01K","-0,13%"
"10.07.2015","1.256,60","1.160,10","1.162,90","1.157,50","0,00K","0,12%"
"09.07.2015","1.255,10","1.154,80","1.163,60","1.154,80","0,07K","-0,28%"
"08.07.2015","1.258,60","1.152,60","1.161,70","1.146,40","0,07K","0,73%"
"07.07.2015","1.249,50","1.166,80","1.166,80","1.149,50","0,47K","-1,66%"
"06.07.2015","1.270,60","1.163,90","1.173,00","1.162,20","0,63K","8,80%"
"03.07.2015","1.167,80","1.164,70","1.169,00","1.164,60","-","-7,43%"
"02.07.2015","1.261,50","1.166,40","1.168,10","1.155,50","0,32K","-0,55%"
"01.07.2015","1.268,50","1.268,50","1.268,50","1.268,00","0,00K","-0,18%"
"30.06.2015","1.270,80","1.176,30","1.176,40","1.166,60","0,22K","-0,56%"
"29.06.2015","1.278,00","1.185,10","1.186,00","1.173,80","0,17K","0,38%"
"26.06.2015","1.273,10","1.170,50","1.170,50","1.170,50","0,03K","0,22%"
"25.06.2015","1.270,30","1.175,80","1.175,90","1.171,70","0,10K","-0,06%"
"24.06.2015","1.271,00","1.176,60","1.177,40","1.170,70","0,26K","-0,30%"
"23.06.2015","1.274,80","1.183,80","1.186,00","1.176,80","0,06K","-0,57%"
"22.06.2015","1.282,10","1.197,80","1.197,80","1.182,70","0,03K","-1,33%"
"19.06.2015","1.299,40","1.199,70","1.203,10","1.199,70","0,14K","-0,11%"
"18.06.2015","1.300,80","1.183,40","1.202,00","1.183,40","0,13K","1,87%"
"17.06.2015","1.276,90","1.177,60","1.186,30","1.174,90","0,17K","-0,20%"
"16.06.2015","1.279,40","1.186,50","1.186,50","1.175,90","0,03K","-0,50%"
"15.06.2015","1.285,80","1.179,90","1.188,50","1.172,70","0,10K","0,37%"
"12.06.2015","1.281,00","1.180,40","1.181,20","1.176,20","0,14K","-0,12%"
"11.06.2015","1.282,60","1.183,20","1.183,20","1.174,40","0,07K","-0,47%"
"10.06.2015","1.288,60","1.176,10","1.190,10","1.175,60","0,30K","0,92%"
"09.06.2015","1.276,80","1.172,90","1.181,60","1.172,70","0,14K","0,38%"
"08.06.2015","1.272,00","1.169,50","1.176,10","1.169,10","0,17K","0,43%"
"05.06.2015","1.266,60","1.264,00","1.266,80","1.263,00","0,01K","-0,28%"
"04.06.2015","1.270,10","1.184,90","1.185,50","1.173,00","0,45K","-0,77%"
"03.06.2015","1.279,90","1.193,90","1.193,90","1.179,10","0,00K","-0,61%"
"02.06.2015","1.287,80","1.189,00","1.194,90","1.186,00","1,00K","0,58%"
"01.06.2015","1.280,40","1.190,60","1.204,00","1.184,30","1,24K","-0,02%"
"29.05.2015","1.280,70","1.187,80","1.193,30","1.185,70","4,75K","0,02%"
"28.05.2015","1.280,50","1.187,10","1.192,00","1.179,60","52,71K","0,15%"
"27.05.2015","1.278,60","1.185,90","1.185,90","1.185,90","0,03K","-0,28%"
"26.05.2015","1.282,20","1.288,90","1.288,90","1.280,00","0,00K","6,20%"
"25.05.2015","1.207,40","1.204,60","1.209,00","1.203,30","-","0,25%"
"24.05.2015","1.204,40","1.205,80","1.205,80","1.203,90","-","-7,33%"
"22.05.2015","1.299,70","1.278,00","1.278,00","1.278,00","0,00K","0,12%"
"21.05.2015","1.298,10","1.204,50","1.204,50","1.203,70","0,04K","-0,41%"
"20.05.2015","1.303,50","1.205,10","1.210,80","1.205,10","0,01K","0,16%"
"19.05.2015","1.301,40","1.317,50","1.318,20","1.317,50","0,00K","-1,50%"
"18.05.2015","1.321,20","1.224,50","1.228,10","1.222,60","0,01K","0,17%"
"15.05.2015","1.318,90","1.218,50","1.224,70","1.214,80","0,01K","-0,01%"
"14.05.2015","1.319,00","1.214,50","1.225,60","1.214,50","0,04K","0,52%"
"13.05.2015","1.312,20","1.192,70","1.217,30","1.191,00","0,03K","1,96%"
"12.05.2015","1.287,00","1.194,60","1.194,80","1.189,70","0,01K","0,76%"
"11.05.2015","1.277,30","1.189,70","1.190,50","1.179,30","0,03K","-0,41%"
"08.05.2015","1.282,50","1.183,30","1.187,50","1.182,90","0,05K","0,31%"
"07.05.2015","1.278,50","1.181,50","1.186,00","1.179,70","0,04K","-0,64%"
"06.05.2015","1.286,70","1.194,50","1.194,60","1.189,90","0,01K","-0,12%"
"05.05.2015","1.288,20","1.187,50","1.198,70","1.186,90","0,05K","0,72%"
"04.05.2015","1.279,00","1.177,50","1.189,40","1.177,50","0,04K","1,02%"
"01.05.2015","1.266,10","1.178,10","1.178,10","1.170,00","0,02K","-0,54%"
"30.04.2015","1.273,00","1.203,10","1.205,90","1.176,70","0,14K","-2,08%"
"29.04.2015","1.300,00","1.211,20","1.212,60","1.201,90","0,11K","-0,11%"
"28.04.2015","1.301,40","1.199,70","1.205,90","1.199,70","0,01K","0,95%"
"27.04.2015","1.289,20","1.182,30","1.206,70","1.181,40","0,19K","2,28%"
"24.04.2015","1.260,40","1.192,30","1.194,70","1.174,60","0,05K","-1,68%"
"23.04.2015","1.282,00","1.187,20","1.197,00","1.186,10","0,33K","0,57%"
"22.04.2015","1.274,70","1.199,10","1.202,60","1.185,20","0,09K","-1,12%"
"21.04.2015","1.289,10","1.193,20","1.202,20","1.192,80","0,03K","0,77%"
"20.04.2015","1.279,30","1.205,70","1.206,90","1.191,00","0,07K","-0,68%"
"17.04.2015","1.288,10","1.200,20","1.206,00","1.200,20","0,02K","0,40%"
"16.04.2015","1.283,00","1.204,30","1.208,50","1.194,60","0,20K","-0,27%"
"15.04.2015","1.286,50","1.194,60","1.203,10","1.188,60","0,20K","0,66%"
"14.04.2015","1.278,10","1.198,80","1.200,60","1.184,10","0,55K","-0,75%"
"13.04.2015","1.287,80","1.208,10","1.208,10","1.198,30","0,42K","-0,43%"
"10.04.2015","1.293,30","1.195,80","1.210,40","1.194,00","0,20K","0,91%"
"09.04.2015","1.281,60","1.201,70","1.202,50","1.193,00","0,52K","-0,74%"
"08.04.2015","1.291,10","1.208,90","1.211,40","1.197,60","0,24K","-0,56%"
"07.04.2015","1.298,40","1.214,80","1.214,80","1.208,20","0,41K","-0,54%"
"06.04.2015","1.305,40","1.209,90","1.224,20","1.209,90","0,34K","1,34%"
"03.04.2015","1.288,20","1.200,90","1.200,90","1.200,90","-","0,00%"
"02.04.2015","1.288,20","1.204,00","1.205,70","1.194,80","1,68K","-0,46%"
"01.04.2015","1.294,20","1.182,90","1.208,20","1.181,00","1,63K","1,73%"
"31.03.2015","1.272,20","1.185,80","1.190,10","1.178,20","3,41K","-0,33%"
"30.03.2015","1.276,40","1.198,00","1.198,50","1.181,60","37,99K","-1,20%"
"27.03.2015","1.291,90","1.197,00","1.197,00","1.196,30","0,00K","-0,39%"
"26.03.2015","1.297,00","1.198,20","1.213,70","1.198,20","0,07K","0,75%"
"25.03.2015","1.287,30","1.192,50","1.199,20","1.190,30","0,01K","0,48%"
"24.03.2015","1.281,20","1.188,00","1.193,00","1.186,00","0,41K","0,29%"
"23.03.2015","1.277,50","1.181,60","1.182,90","1.181,20","0,01K","0,22%"
"20.03.2015","1.274,70","1.171,00","1.185,40","1.171,00","0,05K","1,21%"
"19.03.2015","1.259,50","1.171,60","1.171,60","1.159,30","0,04K","0,96%"
"18.03.2015","1.247,50","1.148,70","1.174,30","1.147,00","0,11K","0,24%"
"17.03.2015","1.244,50","1.153,60","1.158,20","1.144,30","0,07K","-0,38%"
"16.03.2015","1.249,30","1.159,70","1.162,30","1.150,10","0,06K","0,03%"
"13.03.2015","1.248,90","1.158,20","1.159,20","1.152,70","0,04K","-0,01%"
"12.03.2015","1.249,00","1.155,40","1.160,50","1.149,70","0,06K","0,05%"
"11.03.2015","1.248,40","1.162,00","1.163,50","1.147,70","0,07K","-0,77%"
"10.03.2015","1.258,10","1.166,40","1.168,40","1.156,50","0,09K","-0,78%"
"09.03.2015","1.268,00","1.169,40","1.174,20","1.166,30","0,05K","0,19%"
"06.03.2015","1.265,60","1.195,00","1.195,70","1.163,70","0,17K","-2,35%"
"05.03.2015","1.296,10","1.201,70","1.205,40","1.196,00","0,03K","-0,35%"
"04.03.2015","1.300,60","1.204,80","1.206,90","1.198,00","0,03K","-0,28%"
"03.03.2015","1.304,20","1.201,50","1.212,00","1.195,00","0,05K","-0,12%"
"02.03.2015","1.305,80","1.214,30","1.222,70","1.204,90","0,12K","-0,27%"
"27.02.2015","1.309,40","1.207,70","1.217,80","1.204,50","0,20K","0,25%"
"26.02.2015","1.306,10","1.204,80","1.219,00","1.204,80","0,56K","0,78%"
"25.02.2015","1.296,00","1.204,30","1.204,60","1.203,00","0,02K","0,22%"
"24.02.2015","1.293,10","1.203,40","1.203,50","1.193,80","0,15K","-0,43%"
"23.02.2015","1.298,70","1.201,30","1.203,30","1.191,60","0,27K","-0,35%"
"20.02.2015","1.303,20","1.206,50","1.213,10","1.199,10","0,05K","-0,28%"
"19.02.2015","1.306,90","1.216,50","1.220,00","1.205,00","0,07K","0,41%"
"18.02.2015","1.301,50","1.207,10","1.210,20","1.197,80","0,15K","-0,64%"
"17.02.2015","1.309,90","1.323,30","1.323,30","1.323,30","0,00K","6,35%"
"16.02.2015","1.231,70","1.228,70","1.236,40","1.228,50","-","0,24%"
"15.02.2015","1.228,80","1.228,20","1.229,30","1.227,80","-","-7,27%"
"13.02.2015","1.325,20","1.222,20","1.232,80","1.222,20","0,07K","0,49%"
"12.02.2015","1.318,70","1.217,90","1.229,80","1.217,90","0,10K","-0,04%"
"11.02.2015","1.319,20","1.233,30","1.237,40","1.219,70","0,10K","-0,90%"
"10.02.2015","1.331,20","1.237,50","1.245,00","1.231,20","0,23K","-0,65%"
"09.02.2015","1.339,90","1.237,50","1.242,30","1.235,40","0,32K","0,55%"
"06.02.2015","1.332,60","1.265,00","1.267,60","1.228,00","0,43K","-1,65%"
"05.02.2015","1.354,90","1.271,80","1.272,60","1.257,80","0,13K","-1,35%"
"04.02.2015","1.373,40","1.367,00","1.367,00","1.367,00","0,00K","0,45%"
"03.02.2015","1.367,30","1.273,50","1.284,70","1.255,30","2,38K","-1,09%"
"02.02.2015","1.382,40","1.284,10","1.284,10","1.266,00","1,65K","-0,16%"
"30.01.2015","1.384,60","1.258,00","1.284,30","1.257,00","8,63K","1,53%"
"29.01.2015","1.363,80","1.380,20","1.380,20","1.380,20","0,00K","-2,74%"
"28.01.2015","1.402,20","1.285,90","1.286,80","1.285,90","0,03K","-0,88%"
"27.01.2015","1.414,70","1.277,20","1.288,80","1.277,20","0,02K","0,65%"
"26.01.2015","1.405,60","1.289,50","1.290,60","1.279,40","0,03K","-0,85%"
"23.01.2015","1.417,60","1.299,80","1.299,80","1.298,60","0,02K","-0,53%"
"22.01.2015","1.425,20","1.293,20","1.302,10","1.283,50","0,13K","0,83%"
"21.01.2015","1.413,40","1.391,10","1.391,10","1.390,90","0,00K","0,07%"
"20.01.2015","1.412,40","1.380,00","1.380,00","1.380,00","0,00K","10,70%"
"19.01.2015","1.275,90","1.279,40","1.279,50","1.272,50","-","-0,24%"
"18.01.2015","1.279,00","1.281,00","1.281,90","1.275,70","-","-8,96%"
"16.01.2015","1.404,90","1.256,10","1.279,70","1.256,10","0,04K","0,87%"
"15.01.2015","1.392,80","1.380,00","1.380,00","1.380,00","0,00K","2,07%"
"14.01.2015","1.364,50","1.229,60","1.243,80","1.225,60","0,02K","-0,73%"
"13.01.2015","1.374,50","1.377,40","1.377,40","1.377,40","0,00K","0,09%"
"12.01.2015","1.373,20","1.357,40","1.357,40","1.357,40","0,00K","1,16%"
"09.01.2015","1.357,40","1.211,10","1.220,20","1.210,30","0,04K","0,43%"
"08.01.2015","1.351,60","1.207,00","1.215,70","1.206,30","0,09K","-0,15%"
"07.01.2015","1.353,60","1.219,20","1.219,20","1.211,80","0,03K","-0,63%"
"06.01.2015","1.362,20","1.203,50","1.220,00","1.203,50","0,10K","0,64%"
"05.01.2015","1.353,50","1.340,00","1.340,00","1.340,00","0,00K","1,18%"
"02.01.2015","1.337,70","1.184,00","1.194,50","1.169,50","0,14K","12,71%"
"01.01.2015","1.186,80","1.184,10","1.187,50","1.184,10","-","-11,13%"
"31.12.2014","1.335,40","1.199,20","1.199,20","1.182,70","0,09K","1,79%"
"30.12.2014","1.311,90","1.181,40","1.210,30","1.181,40","0,19K","1,47%"
"29.12.2014","1.292,90","1.186,50","1.186,50","1.181,30","0,06K","-1,13%"
"26.12.2014","1.307,70","1.177,20","1.194,40","1.177,20","0,12K","11,10%"
"25.12.2014","1.177,00","1.175,00","1.178,90","1.175,00","-","-8,45%"
"24.12.2014","1.285,60","1.177,00","1.179,30","1.173,70","0,02K","-0,32%"
"23.12.2014","1.289,70","1.179,30","1.180,30","1.175,00","0,23K","0,00%"
"22.12.2014","1.289,70","1.198,00","1.198,00","1.172,70","0,22K","-1,22%"
"19.12.2014","1.305,60","1.198,00","1.200,80","1.196,50","0,10K","0,13%"
"18.12.2014","1.303,90","1.189,70","1.207,30","1.189,70","0,20K","0,12%"
"17.12.2014","1.302,30","1.198,20","1.199,60","1.184,00","0,09K","0,02%"
"16.12.2014","1.302,00","1.197,20","1.222,00","1.192,70","0,22K","-1,19%"
"15.12.2014","1.317,70","1.223,10","1.223,10","1.198,00","0,08K","-1,18%"
"12.12.2014","1.333,50","1.227,80","1.227,80","1.216,20","0,20K","-0,66%"
"11.12.2014","1.342,30","1.226,60","1.232,00","1.216,20","0,26K","-0,24%"
"10.12.2014","1.345,50","1.231,20","1.234,60","1.226,60","0,31K","-0,35%"
"09.12.2014","1.350,20","1.202,00","1.238,00","1.202,00","0,31K","2,72%"
"08.12.2014","1.314,40","1.190,60","1.207,00","1.187,20","0,18K","0,27%"
"05.12.2014","1.310,80","1.203,10","1.206,00","1.186,70","0,56K","-1,01%"
"04.12.2014","1.324,20","1.208,20","1.213,00","1.201,60","0,36K","-0,12%"
"03.12.2014","1.325,80","1.198,10","1.213,70","1.196,10","0,44K","0,84%"
"02.12.2014","1.314,70","1.212,30","1.212,30","1.191,30","1,24K","-1,34%"
"01.12.2014","1.332,50","1.160,00","1.220,40","1.141,70","5,52K","3,20%"
"28.11.2014","1.291,20","1.197,00","1.198,30","1.163,80","11,18K","8,61%"
"27.11.2014","1.188,80","1.197,30","1.199,30","1.185,40","-","-9,56%"
"26.11.2014","1.314,50","1.200,50","1.201,00","1.193,70","75,30K","-0,05%"
"25.11.2014","1.315,20","1.197,10","1.197,10","1.197,10","0,00K","0,08%"
"24.11.2014","1.314,20","1.197,70","1.197,90","1.196,50","0,02K","-0,13%"
"21.11.2014","1.315,90","1.191,00","1.202,40","1.189,00","0,02K","0,53%"
"20.11.2014","1.308,90","1.191,80","1.191,90","1.190,70","0,00K","-0,34%"
"19.11.2014","1.313,40","1.196,50","1.198,30","1.190,00","0,02K","-0,16%"
"18.11.2014","1.315,50","1.197,10","1.197,10","1.193,90","0,00K","0,91%"
"17.11.2014","1.303,70","1.183,10","1.186,90","1.180,60","0,02K","-0,15%"
"14.11.2014","1.305,60","1.155,20","1.191,00","1.148,00","0,49K","1,89%"
"13.11.2014","1.281,40","1.163,70","1.164,50","1.155,00","1,05K","0,08%"
